"Region","Plot","Order.q","Size","qD","qAUC","qPD","Degrad"
"PGM","44_2",0,"small",71,10.3860693800361,24.2620318221917,"Logged-and-burned"
"PGM","44_2",1,"small",40.6104712679624,6.58968256649715,6.82734612798364,"Logged-and-burned"
"PGM","44_2",2,"small",26.7795918367347,4.96750617312918,2.78511213397962,"Logged-and-burned"
"PGM","44_4",0,"small",46,8.0246289908969,16.8347097279265,"Logged-and-burned"
"PGM","44_4",1,"small",24.3053550538402,4.83201739664534,4.76652115441697,"Logged-and-burned"
"PGM","44_4",2,"small",14.1867007672634,3.56483578870576,2.24623991537368,"Logged-and-burned"
"PGM","44_5",0,"small",44,7.33825314748503,16.8429426179749,"Logged-and-burned"
"PGM","44_5",1,"small",24.2072705569332,4.63890982273605,4.76861248724859,"Logged-and-burned"
"PGM","44_5",2,"small",14.4423480083857,3.51316669524881,2.23979028992252,"Logged-and-burned"
"PGM","44_6",0,"small",39,7.37979597682153,16.0337720578043,"Logged-and-burned"
"PGM","44_6",1,"small",21.6124820812037,4.93025645428282,5.58005186448386,"Logged-and-burned"
"PGM","44_6",2,"small",11.7465667915106,3.5633191395156,2.5737808341666,"Logged-and-burned"
"PGM","443_1",0,"small",35,6.44573241782476,13.7649576038712,"Logged-and-burned"
"PGM","443_1",1,"small",23.1284877452586,4.97977138121101,5.49506278214971,"Logged-and-burned"
"PGM","443_1",2,"small",15.6969147005445,4.11517726656881,2.57644740848623,"Logged-and-burned"
"PGM","443_2",0,"small",52,7.78079366759386,17.7687958862079,"Logged"
"PGM","443_2",1,"small",32.4451824592585,5.46833288283004,6.40114081964608,"Logged"
"PGM","443_2",2,"small",19.092050209205,4.0341839051226,3.00466418054752,"Logged"
"PGM","443_4",0,"small",62,8.84627570039808,20.5351296580639,"Logged"
"PGM","443_4",1,"small",46.1692291757406,6.78404459546124,6.54739208865993,"Logged"
"PGM","443_4",2,"small",31.4392523364486,5.32520129878478,2.74621697078856,"Logged"
"PGM","547_1",0,"small",77,10.6502468808592,27.5366402455444,"Logged"
"PGM","547_1",1,"small",48.9451085804864,7.60271284795768,8.24879144588471,"Logged"
"PGM","547_1",2,"small",29.9610619469027,5.66956496465735,2.96302569601106,"Logged"
"PGM","547_2",0,"small",77,10.6689539542026,27.1479408838896,"Logged"
"PGM","547_2",1,"small",64.5297828832137,8.47381489108307,8.29672518840867,"Logged"
"PGM","547_2",2,"small",53.5424836601307,6.94538243808012,2.76622723078466,"Logged"
"PGM","547_5",0,"small",59,8.49627681248773,20.8887718214588,"Logged"
"PGM","547_5",1,"small",46.1158684019029,6.82375019482814,7.39526428511531,"Logged"
"PGM","547_5",2,"small",35.4632034632035,5.67896111545367,2.89541947924029,"Logged"
"PGM","549_1",0,"small",68,8.67034667101466,23.1709190280412,"Undisturbed"
"PGM","549_1",1,"small",47.7939409948884,6.51775568930268,7.63761018147665,"Undisturbed"
"PGM","549_1",2,"small",30.2287822878229,4.96721389965568,2.97747219349802,"Undisturbed"
"PGM","549_10",0,"small",55,7.2120436973834,19.4494907100296,"Undisturbed"
"PGM","549_10",1,"small",39.7071214595923,5.36793371475527,6.63301906310908,"Undisturbed"
"PGM","549_10",2,"small",28.2689075630252,4.27728869122955,2.81516076540466,"Undisturbed"
"PGM","549_11",0,"small",99,12.0769004447665,32.3378814735424,"Logged"
"PGM","549_11",1,"small",71.2817420870011,8.86854083748279,8.35736050969999,"Logged"
"PGM","549_11",2,"small",51.2951871657754,7.09134184361522,2.75185788448063,"Logged"
"PGM","549_12",0,"small",72,8.93446776831482,23.7024024278257,"Undisturbed"
"PGM","549_12",1,"small",50.9129211435487,6.71393235600226,7.36191322659787,"Undisturbed"
"PGM","549_12",2,"small",36.4651162790698,5.42432248659962,3.05236611168249,"Undisturbed"
"PGM","549_2",0,"small",46,6.85465324592516,17.8509411117372,"Undisturbed"
"PGM","549_2",1,"small",28.8952952405188,4.98042653528783,6.32650809833185,"Undisturbed"
"PGM","549_2",2,"small",18,3.77113896482721,2.88533980731011,"Undisturbed"
"PGM","549_3",0,"small",72,8.84315341807996,24.2920269040814,"Undisturbed"
"PGM","549_3",1,"small",49.6335040679159,6.21618155885361,7.18092019492724,"Undisturbed"
"PGM","549_3",2,"small",33.8024691358025,4.78935433040071,2.79966929139395,"Undisturbed"
"PGM","549_4",0,"small",66,8.75934009366553,22.2727850472452,"Logged"
"PGM","549_4",1,"small",40.3435810402134,5.73524988855093,6.17854177407585,"Logged"
"PGM","549_4",2,"small",21.2267002518892,3.7614695183859,2.45594053351683,"Logged"
"PGM","549_5",0,"small",63,8.75208845468185,22.2500811859975,"Undisturbed"
"PGM","549_5",1,"small",48.9208550550038,7.15060997749021,7.36397124701634,"Undisturbed"
